time,EMA
2022-03-31 15:30,366.8972
2022-03-31 15:25,366.9175
2022-03-31 15:20,366.9320
2022-03-31 15:15,366.9416
2022-03-31 15:10,366.9462
2022-03-31 15:05,366.9511
2022-03-31 15:00,366.9611
2022-03-31 14:55,366.9772
2022-03-31 14:50,366.9948
2022-03-31 14:45,367.0115
2022-03-31 14:40,367.0276
2022-03-31 14:35,367.0488
2022-03-31 14:30,367.0684
2022-03-31 14:25,367.0892
2022-03-31 14:20,367.1135
2022-03-31 14:15,367.1386
2022-03-31 14:10,367.1627
2022-03-31 14:05,367.1863
2022-03-31 14:00,367.2050
2022-03-31 13:55,367.2204
2022-03-31 13:50,367.2379
2022-03-31 13:45,367.2570
2022-03-31 13:40,367.2785
2022-03-31 13:35,367.2966
2022-03-31 13:30,367.3147
2022-03-31 13:25,367.3394
2022-03-31 13:20,367.3624
2022-03-31 13:15,367.3892
2022-03-31 13:10,367.4146
2022-03-31 13:05,367.4376
2022-03-31 13:00,367.4637
2022-03-31 12:55,367.4879
2022-03-31 12:50,367.5087
2022-03-31 12:45,367.5295
2022-03-31 12:40,367.5531
2022-03-31 12:35,367.5802
2022-03-31 12:30,367.6027
2022-03-31 12:25,367.6273
2022-03-31 12:20,367.6490
2022-03-31 12:15,367.6721
2022-03-31 12:10,367.6907
2022-03-31 12:05,367.7090
2022-03-31 12:00,367.7219
2022-03-31 11:55,367.7380
2022-03-31 11:50,367.7541
2022-03-31 11:45,367.7683
2022-03-31 11:40,367.7835
2022-03-31 11:35,367.8008
2022-03-31 11:30,367.8179
2022-03-31 11:25,367.8327
2022-03-31 11:20,367.8486
2022-03-31 11:15,367.8623
2022-03-31 11:10,367.8741
2022-03-31 11:05,367.8843
2022-03-31 11:00,367.8915
2022-03-31 10:55,367.9017
2022-03-31 10:50,367.9081
2022-03-31 10:45,367.9226
2022-03-31 10:40,367.9392
2022-03-31 10:35,367.9545
2022-03-31 10:30,367.9773
2022-03-31 10:25,368.0009
2022-03-31 10:20,368.0187
2022-03-31 10:15,368.0393
2022-03-31 10:10,368.0648
2022-03-31 10:05,368.0973
2022-03-31 10:00,368.1190
2022-03-31 09:55,368.1462
2022-03-31 09:50,368.1746
2022-03-31 09:45,368.2019
2022-03-31 09:40,368.2252
2022-03-31 09:35,368.2471
2022-03-31 09:30,368.2572
2022-03-31 09:25,368.2645
2022-03-31 09:20,368.2729
2022-03-31 09:15,368.2804
2022-03-31 09:10,368.2862
2022-03-31 09:05,368.2887
2022-03-31 09:00,368.2924
2022-03-31 08:55,368.2998
2022-03-31 08:50,368.3066
2022-03-31 08:45,368.3132
2022-03-31 08:40,368.3190
2022-03-31 08:35,368.3225
2022-03-31 08:30,368.3256
2022-03-31 08:25,368.3278
2022-03-31 08:20,368.3309
2022-03-31 08:15,368.3327
2022-03-31 08:10,368.3335
2022-03-31 08:05,368.3363
2022-03-31 08:00,368.3384
2022-03-31 07:55,368.3442
2022-03-31 07:50,368.3490
2022-03-31 07:45,368.3541
2022-03-31 07:40,368.3616
2022-03-31 07:35,368.3717
2022-03-31 07:30,368.3821
2022-03-31 07:25,368.3906
2022-03-31 07:20,368.3978
2022-03-31 07:15,368.4030
2022-03-31 07:10,368.4083
2022-03-31 07:05,368.4111
2022-03-31 07:00,368.4145
2022-03-31 06:55,368.4156
2022-03-31 06:50,368.4166
2022-03-31 06:45,368.4175
2022-03-31 06:40,368.4183
2022-03-31 06:35,368.4193
2022-03-31 06:30,368.4202
2022-03-31 06:25,368.4208
2022-03-31 06:20,368.4231
2022-03-31 06:15,368.4233
2022-03-31 06:10,368.4217
2022-03-31 06:05,368.4183
2022-03-31 06:00,368.4173
2022-03-31 05:55,368.4146
2022-03-31 05:50,368.4122
2022-03-31 05:45,368.4091
2022-03-31 05:40,368.4054
2022-03-31 05:35,368.4023
2022-03-31 05:30,368.3990
2022-03-31 05:25,368.3958
2022-03-31 05:20,368.3920
2022-03-31 05:15,368.3896
2022-03-31 05:10,368.3890
2022-03-31 05:05,368.3870
2022-03-31 05:00,368.3835
2022-03-31 04:55,368.3798
2022-03-31 04:45,368.3782
2022-03-31 04:40,368.3779
2022-03-31 04:35,368.3762
2022-03-31 04:30,368.3733
2022-03-31 04:25,368.3720
2022-03-31 04:20,368.3687
2022-03-31 04:15,368.3651
2022-03-31 04:10,368.3602
2022-03-31 04:05,368.3528
2022-03-30 20:00,368.3508
2022-03-30 19:55,368.3565
2022-03-30 19:50,368.3628
2022-03-30 19:45,368.3689
2022-03-30 19:40,368.3750
2022-03-30 19:35,368.3810
2022-03-30 19:30,368.3866
2022-03-30 19:20,368.3912
2022-03-30 19:15,368.3949
2022-03-30 19:10,368.3998
2022-03-30 19:05,368.4039
2022-03-30 19:00,368.4088
2022-03-30 18:55,368.4139
2022-03-30 18:50,368.4190
2022-03-30 18:45,368.4241
2022-03-30 18:40,368.4303
2022-03-30 18:35,368.4363
2022-03-30 18:30,368.4417
2022-03-30 18:25,368.4473
2022-03-30 18:20,368.4538
2022-03-30 18:15,368.4604
2022-03-30 18:10,368.4662
2022-03-30 18:05,368.4734
2022-03-30 18:00,368.4796
2022-03-30 17:55,368.4851
2022-03-30 17:50,368.4909
2022-03-30 17:45,368.4971
2022-03-30 17:40,368.5031
2022-03-30 17:35,368.5089
2022-03-30 17:30,368.5150
2022-03-30 17:25,368.5212
2022-03-30 17:20,368.5273
2022-03-30 17:15,368.5330
2022-03-30 17:10,368.5389
2022-03-30 17:05,368.5454
2022-03-30 17:00,368.5522
2022-03-30 16:55,368.5582
2022-03-30 16:50,368.5637
2022-03-30 16:45,368.5705
2022-03-30 16:40,368.5785
2022-03-30 16:35,368.5861
2022-03-30 16:30,368.5944
2022-03-30 16:25,368.6039
2022-03-30 16:20,368.6134
2022-03-30 16:15,368.6213
2022-03-30 16:10,368.6313
2022-03-30 16:05,368.6418
2022-03-30 16:00,368.6565
2022-03-30 15:55,368.6838
2022-03-30 15:50,368.7034
2022-03-30 15:45,368.7295
2022-03-30 15:40,368.7562
2022-03-30 15:35,368.7803
2022-03-30 15:30,368.8068
2022-03-30 15:25,368.8384
2022-03-30 15:20,368.8648
2022-03-30 15:15,368.8842
2022-03-30 15:10,368.9059
2022-03-30 15:05,368.9265
2022-03-30 15:00,368.9430
2022-03-30 14:55,368.9571
2022-03-30 14:50,368.9707
2022-03-30 14:45,368.9825
2022-03-30 14:40,368.9887
2022-03-30 14:35,368.9967
2022-03-30 14:30,369.0088
2022-03-30 14:25,369.0183
2022-03-30 14:20,369.0267
2022-03-30 14:15,369.0306
2022-03-30 14:10,369.0335
2022-03-30 14:05,369.0368
2022-03-30 14:00,369.0433
2022-03-30 13:55,369.0457
2022-03-30 13:50,369.0467
2022-03-30 13:45,369.0486
2022-03-30 13:40,369.0494
2022-03-30 13:35,369.0474
2022-03-30 13:30,369.0469
2022-03-30 13:25,369.0453
2022-03-30 13:20,369.0427
2022-03-30 13:15,369.0338
2022-03-30 13:10,369.0298
2022-03-30 13:05,369.0220
2022-03-30 13:00,369.0127
2022-03-30 12:55,369.0039
2022-03-30 12:50,368.9962
2022-03-30 12:45,368.9876
2022-03-30 12:40,368.9810
2022-03-30 12:35,368.9782
2022-03-30 12:30,368.9767
2022-03-30 12:25,368.9770
2022-03-30 12:20,368.9773
2022-03-30 12:15,368.9793
2022-03-30 12:10,368.9812
2022-03-30 12:05,368.9782
2022-03-30 12:00,368.9777
2022-03-30 11:55,368.9805
2022-03-30 11:50,368.9843
2022-03-30 11:45,368.9876
2022-03-30 11:40,368.9897
2022-03-30 11:35,368.9924
2022-03-30 11:30,369.0008
2022-03-30 11:25,369.0079
2022-03-30 11:20,369.0137
2022-03-30 11:15,369.0214
2022-03-30 11:10,369.0318
2022-03-30 11:05,369.0346
2022-03-30 11:00,369.0339
2022-03-30 10:55,369.0282
2022-03-30 10:50,369.0161
2022-03-30 10:45,369.0033
2022-03-30 10:40,368.9853
2022-03-30 10:35,368.9714
2022-03-30 10:30,368.9555
2022-03-30 10:25,368.9391
2022-03-30 10:20,368.9274
2022-03-30 10:15,368.9103
2022-03-30 10:10,368.9068
2022-03-30 10:05,368.8984
2022-03-30 10:00,368.8889
2022-03-30 09:55,368.8821
2022-03-30 09:50,368.8687
2022-03-30 09:45,368.8602
2022-03-30 09:40,368.8591
2022-03-30 09:35,368.8480
2022-03-30 09:30,368.8438
2022-03-30 09:25,368.8418
2022-03-30 09:20,368.8398
2022-03-30 09:15,368.8382
2022-03-30 09:10,368.8385
2022-03-30 09:05,368.8387
2022-03-30 09:00,368.8357
2022-03-30 08:55,368.8351
2022-03-30 08:50,368.8362
2022-03-30 08:45,368.8353
2022-03-30 08:40,368.8332
2022-03-30 08:35,368.8333
2022-03-30 08:30,368.8375
2022-03-30 08:25,368.8409
2022-03-30 08:20,368.8414
2022-03-30 08:15,368.8408
2022-03-30 08:10,368.8332
2022-03-30 08:05,368.8251
2022-03-30 08:00,368.8175
2022-03-30 07:55,368.8063
2022-03-30 07:50,368.7956
2022-03-30 07:45,368.7851
2022-03-30 07:40,368.7739
2022-03-30 07:35,368.7613
2022-03-30 07:30,368.7509
2022-03-30 07:25,368.7403
2022-03-30 07:20,368.7304
2022-03-30 07:15,368.7226
2022-03-30 07:10,368.7143
2022-03-30 07:05,368.7048
2022-03-30 07:00,368.6977
2022-03-30 06:55,368.6890
2022-03-30 06:50,368.6807
2022-03-30 06:45,368.6736
2022-03-30 06:40,368.6680
2022-03-30 06:35,368.6634
2022-03-30 06:30,368.6589
2022-03-30 06:25,368.6541
2022-03-30 06:20,368.6501
2022-03-30 06:15,368.6457
2022-03-30 06:10,368.6417
2022-03-30 06:05,368.6334
2022-03-30 06:00,368.6229
2022-03-30 05:55,368.6130
2022-03-30 05:50,368.6031
2022-03-30 05:45,368.5927
2022-03-30 05:40,368.5829
2022-03-30 05:35,368.5752
2022-03-30 05:30,368.5665
2022-03-30 05:25,368.5560
2022-03-30 05:20,368.5452
2022-03-30 05:15,368.5369
2022-03-30 05:10,368.5287
2022-03-30 05:05,368.5201
2022-03-30 05:00,368.5118
2022-03-30 04:55,368.5048
2022-03-30 04:50,368.5006
2022-03-30 04:45,368.4943
2022-03-30 04:40,368.4855
2022-03-30 04:35,368.4765
2022-03-30 04:30,368.4672
2022-03-30 04:25,368.4615
2022-03-30 04:20,368.4530
2022-03-30 04:15,368.4468
2022-03-30 04:10,368.4372
2022-03-30 04:05,368.4275
2022-03-29 20:00,368.4097
2022-03-29 19:55,368.3870
2022-03-29 19:50,368.3640
2022-03-29 19:45,368.3408
2022-03-29 19:40,368.3188
2022-03-29 19:35,368.2974
2022-03-29 19:30,368.2753
2022-03-29 19:25,368.2526
2022-03-29 19:20,368.2299
2022-03-29 19:15,368.2071
2022-03-29 19:10,368.1840
2022-03-29 19:05,368.1607
2022-03-29 19:00,368.1384
2022-03-29 18:55,368.1146
2022-03-29 18:50,368.0897
2022-03-29 18:45,368.0649
2022-03-29 18:40,368.0395
2022-03-29 18:35,368.0143
2022-03-29 18:30,367.9887
2022-03-29 18:25,367.9648
2022-03-29 18:20,367.9409
2022-03-29 18:15,367.9169
2022-03-29 18:10,367.8930
2022-03-29 18:05,367.8662
2022-03-29 18:00,367.8369
2022-03-29 17:55,367.8069
2022-03-29 17:50,367.7760
2022-03-29 17:45,367.7451
2022-03-29 17:40,367.7136
2022-03-29 17:35,367.6816
2022-03-29 17:30,367.6506
2022-03-29 17:25,367.6191
2022-03-29 17:20,367.5877
2022-03-29 17:15,367.5559
2022-03-29 17:10,367.5242
2022-03-29 17:05,367.4923
2022-03-29 17:00,367.4581
2022-03-29 16:55,367.4236
2022-03-29 16:50,367.3883
2022-03-29 16:45,367.3536
2022-03-29 16:40,367.3187
2022-03-29 16:35,367.2842
2022-03-29 16:30,367.2491
2022-03-29 16:25,367.2140
2022-03-29 16:20,367.1781
2022-03-29 16:15,367.1430
2022-03-29 16:10,367.1066
2022-03-29 16:05,367.0661
2022-03-29 16:00,367.0252
2022-03-29 15:55,366.9898
2022-03-29 15:50,366.9467
2022-03-29 15:45,366.9019
2022-03-29 15:40,366.8570
2022-03-29 15:35,366.8080
2022-03-29 15:30,366.7603
2022-03-29 15:25,366.7154
2022-03-29 15:20,366.6699
2022-03-29 15:15,366.6253
2022-03-29 15:10,366.5796
2022-03-29 15:05,366.5362
2022-03-29 15:00,366.4949
2022-03-29 14:55,366.4531
2022-03-29 14:50,366.4121
2022-03-29 14:45,366.3713
2022-03-29 14:40,366.3323
2022-03-29 14:35,366.2954
2022-03-29 14:30,366.2605
2022-03-29 14:25,366.2277
2022-03-29 14:20,366.1962
2022-03-29 14:15,366.1600
2022-03-29 14:10,366.1237
2022-03-29 14:05,366.0881
2022-03-29 14:00,366.0508
2022-03-29 13:55,366.0142
2022-03-29 13:50,365.9782
2022-03-29 13:45,365.9471
2022-03-29 13:40,365.9204
2022-03-29 13:35,365.8974
2022-03-29 13:30,365.8748
2022-03-29 13:25,365.8544
2022-03-29 13:20,365.8316
2022-03-29 13:15,365.8099
2022-03-29 13:10,365.7915
2022-03-29 13:05,365.7699
2022-03-29 13:00,365.7445
2022-03-29 12:55,365.7220
2022-03-29 12:50,365.6936
2022-03-29 12:45,365.6684
2022-03-29 12:40,365.6486
2022-03-29 12:35,365.6312
2022-03-29 12:30,365.6050
2022-03-29 12:25,365.5759
2022-03-29 12:20,365.5411
2022-03-29 12:15,365.5095
2022-03-29 12:10,365.4782
2022-03-29 12:05,365.4474
2022-03-29 12:00,365.4127
2022-03-29 11:55,365.3741
2022-03-29 11:50,365.3333
2022-03-29 11:45,365.2967
2022-03-29 11:40,365.2624
2022-03-29 11:35,365.2286
2022-03-29 11:30,365.1938
2022-03-29 11:25,365.1643
2022-03-29 11:20,365.1312
2022-03-29 11:15,365.1008
2022-03-29 11:10,365.0727
2022-03-29 11:05,365.0422
2022-03-29 11:00,365.0080
2022-03-29 10:55,364.9762
2022-03-29 10:50,364.9475
2022-03-29 10:45,364.9254
2022-03-29 10:40,364.9082
2022-03-29 10:35,364.8846
2022-03-29 10:30,364.8570
2022-03-29 10:25,364.8371
2022-03-29 10:20,364.8166
2022-03-29 10:15,364.7995
