time,EMA
2022-03-30 07:25,369.4591
2022-03-30 07:20,369.4306
2022-03-30 07:15,369.4233
2022-03-30 07:10,369.4099
2022-03-30 07:05,369.3836
2022-03-30 07:00,369.3808
2022-03-30 06:55,369.3609
2022-03-30 06:50,369.3452
2022-03-30 06:45,369.3405
2022-03-30 06:40,369.3521
2022-03-30 06:35,369.3755
2022-03-30 06:30,369.4035
2022-03-30 06:25,369.4322
2022-03-30 06:20,369.4714
2022-03-30 06:15,369.5126
2022-03-30 06:10,369.5613
2022-03-30 06:05,369.5709
2022-03-30 06:00,369.5605
2022-03-30 05:55,369.5553
2022-03-30 05:50,369.5506
2022-03-30 05:45,369.5412
2022-03-30 05:40,369.5392
2022-03-30 05:35,369.5591
2022-03-30 05:30,369.5717
2022-03-30 05:25,369.5666
2022-03-30 05:20,369.5599
2022-03-30 05:15,369.5799
2022-03-30 05:10,369.6041
2022-03-30 05:05,369.6277
2022-03-30 05:00,369.6569
2022-03-30 04:55,369.7040
2022-03-30 04:50,369.7865
2022-03-30 04:45,369.8556
2022-03-30 04:40,369.9067
2022-03-30 04:35,369.9622
2022-03-30 04:30,370.0213
2022-03-30 04:25,370.1246
2022-03-30 04:20,370.2114
2022-03-30 04:15,370.3316
2022-03-30 04:10,370.4286
2022-03-30 04:05,370.5369
2022-03-29 20:00,370.5723
2022-03-29 19:55,370.5631
2022-03-29 19:50,370.5508
2022-03-29 19:45,370.5382
2022-03-29 19:40,370.5391
2022-03-29 19:35,370.5485
2022-03-29 19:30,370.5536
2022-03-29 19:25,370.5561
2022-03-29 19:20,370.5609
2022-03-29 19:15,370.5674
2022-03-29 19:10,370.5734
2022-03-29 19:05,370.5811
2022-03-29 19:00,370.6023
2022-03-29 18:55,370.6131
2022-03-29 18:50,370.6144
2022-03-29 18:45,370.6212
2022-03-29 18:40,370.6234
2022-03-29 18:35,370.6322
2022-03-29 18:30,370.6398
2022-03-29 18:25,370.6682
2022-03-29 18:20,370.7028
2022-03-29 18:15,370.7420
2022-03-29 18:10,370.7886
2022-03-29 18:05,370.8126
2022-03-29 18:00,370.8160
2022-03-29 17:55,370.8156
2022-03-29 17:50,370.8089
2022-03-29 17:45,370.8045
2022-03-29 17:40,370.7966
2022-03-29 17:35,370.7857
2022-03-29 17:30,370.7873
2022-03-29 17:25,370.7882
2022-03-29 17:20,370.7922
2022-03-29 17:15,370.7966
2022-03-29 17:10,370.8057
2022-03-29 17:05,370.8169
2022-03-29 17:00,370.8092
2022-03-29 16:55,370.8007
2022-03-29 16:50,370.7860
2022-03-29 16:45,370.7803
2022-03-29 16:40,370.7761
2022-03-29 16:35,370.7778
2022-03-29 16:30,370.7786
2022-03-29 16:25,370.7827
2022-03-29 16:20,370.7819
2022-03-29 16:15,370.7937
2022-03-29 16:10,370.7962
2022-03-29 16:05,370.7611
2022-03-29 16:00,370.7212
2022-03-29 15:55,370.7403
2022-03-29 15:50,370.6835
2022-03-29 15:45,370.6070
2022-03-29 15:40,370.5267
2022-03-29 15:35,370.4000
2022-03-29 15:30,370.2790
2022-03-29 15:25,370.1789
2022-03-29 15:20,370.0666
2022-03-29 15:15,369.9568
2022-03-29 15:10,369.8291
2022-03-29 15:05,369.7164
2022-03-29 15:00,369.6191
2022-03-29 14:55,369.5096
2022-03-29 14:50,369.4022
2022-03-29 14:45,369.2898
2022-03-29 14:40,369.1887
2022-03-29 14:35,369.1022
2022-03-29 14:30,369.0330
2022-03-29 14:25,368.9806
2022-03-29 14:20,368.9407
2022-03-29 14:15,368.8503
2022-03-29 14:10,368.7535
2022-03-29 14:05,368.6570
2022-03-29 14:00,368.5367
2022-03-29 13:55,368.4153
2022-03-29 13:50,368.2906
2022-03-29 13:45,368.2086
2022-03-29 13:40,368.1674
2022-03-29 13:35,368.1629
2022-03-29 13:30,368.1643
2022-03-29 13:25,368.1921
2022-03-29 13:20,368.1997
2022-03-29 13:15,368.2212
2022-03-29 13:10,368.2824
2022-03-29 13:05,368.3184
2022-03-29 13:00,368.3204
2022-03-29 12:55,368.3562
2022-03-29 12:50,368.3358
2022-03-29 12:45,368.3506
2022-03-29 12:40,368.4254
2022-03-29 12:35,368.5354
2022-03-29 12:30,368.5665
2022-03-29 12:25,368.5730
2022-03-29 12:20,368.5238
2022-03-29 12:15,368.5074
2022-03-29 12:10,368.4955
2022-03-29 12:05,368.4898
2022-03-29 12:00,368.4466
2022-03-29 11:55,368.3621
2022-03-29 11:50,368.2497
2022-03-29 11:45,368.1728
2022-03-29 11:40,368.1162
2022-03-29 11:35,368.0632
2022-03-29 11:30,367.9962
2022-03-29 11:25,367.9831
2022-03-29 11:20,367.9330
2022-03-29 11:15,367.9091
2022-03-29 11:10,367.9100
2022-03-29 11:05,367.8900
2022-03-29 11:00,367.8311
2022-03-29 10:55,367.7954
2022-03-29 10:50,367.7917
2022-03-29 10:45,367.8593
2022-03-29 10:40,367.9876
2022-03-29 10:35,368.0653
2022-03-29 10:30,368.1111
2022-03-29 10:25,368.2449
2022-03-29 10:20,368.3885
